participant,L1,meanAccent,self_accent_perception,others_accent_perception,ReadEntropy,SpeakEntropy,HomeEntropy,WorkEntropy,SocialEntropy,age,yearsBilingual,aoa,gender,L1_current_exposure,L2_current_exposure,L3_current_exposure,L1_choose_read,L2_choose_read,L3_choose_read,L1_choose_speak,L2_choose_speak,L3_choose_speak,L1_home_use,L2_home_use,L3_home_use,L1_work_use,L2_work_use,L3_work_use,L1_social_use,L2_social_use,L3_social_use,L2_speaking_ability,L2_reading_ability,L2_writing_ability,L2_translating_ability,L2_listening_comprehension_ability,L2_pronunciation_ability,L2_fluency_ability,L2_vocabulary_ability,L2_grammatrical_ability,L2_overall_competence_ability,L1_speaking_ability,L1_reading_ability,L1_writing_ability,L1_translating_ability,L1_listening_comprehension_ability,L1_pronunciation_ability,L1_fluency_ability,L1_vocabulary_ability,L1_grammatrical_ability,L1_overall_competence_ability,meanL2ability,L2_exposure,occupation
1139,French,2.5,2,3,0.970950594454669,0.721928094887362,0.650022421648354,0,1,22,13,9,Male,70,30,0,60,40,0,80,20,0,6,2,1,1,7,1,4,4,1,9,7,7,7,9,7,7,7,9,7,10,10,10,10,10,10,10,10,10,10,7.6,30,none
1140,French,3,4,2,0.721928094887362,1,0.970950594454669,1,0.970950594454669,22,15,7,Female,70,30,0,80,20,0,50,50,0,7,5,1,7,7,1,7,5,1,7,7,6,6,9,6,6,6,6,6,10,10,10,10,10,10,10,10,10,10,6.5,30,work
1141,French,2,2,2,1,0.881290899230693,0,1,1,20,15,5,Female,50,50,0,50,50,0,70,30,0,7,1,1,4,4,1,4,4,1,10,10,10,10,10,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,9.8,50,work/student
1142,French,1.5,2,1,1,1,0.970950594454669,0.970950594454669,1,21,21,0,Female,70,30,0,50,50,0,50,50,0,5,7,1,7,5,1,7,7,1,10,10,10,7,10,10,10,9,10,10,10,10,10,7,10,10,10,7,9,10,9.6,30,work
1143,French,3,3,3,0.970950594454669,0.721928094887362,0.591672778582327,0.970950594454669,0.970950594454669,25,20,5,Male,70,30,0,40,60,0,80,20,0,7,2,1,5,7,1,7,5,1,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,9,30,student
1144,French,3,3,3,1,0.6098403047164,0.591672778582327,0.991076059838222,1.32217934551667,20,15,5,Female,60,35,5,50,50,0,85,15,0,7,2,1,5,6,1,7,5,2,7,7,6,7,7,6,6,6,7,6,10,10,10,10,10,10,10,10,10,10,6.5,35,student
1145,French,2,2,2,0.811278124459133,0.286396957115956,0,0.591672778582327,0.650022421648354,26,23,3,Female,70,30,0,75,25,0,95,5,0,7,1,1,2,7,1,6,2,1,7,9,9,9,10,7,7,6,6,7,10,10,6,10,10,10,9,9,6,10,7.7,30,work
1146,French,2.5,3,2,0.468995593589281,0.468995593589281,0,0.591672778582327,1,30,22,8,Female,50,50,0,10,90,0,10,90,0,7,1,1,2,7,1,4,4,1,7,6,6,6,7,7,6,6,6,7,10,10,10,10,10,10,10,10,10,10,6.4,50,student
1174,French,6.5,6,7,0.970950594454669,0.721928094887362,0.970950594454669,0.591672778582327,1,19,8,11,Male,35,60,5,40,60,0,80,20,0,5,7,1,2,7,1,7,7,1,7,10,9,7,9,4,7,9,9,9,10,10,10,7,10,10,10,10,10,10,8,60,student
1175,French,4.5,4,5,0.721928094887362,1.07072027127091,0.918295834054489,1.29546184423832,1,20,15,5,Male,60,30,10,20,80,0,50,49,1,7,4,1,4,7,2,7,7,1,7,10,7,7,10,7,7,6,7,9,10,10,10,10,10,10,10,10,10,10,7.7,30,student
1176,French,5.5,5,6,0.286396957115956,0,0.591672778582327,1,0.811278124459133,22,14,8,Female,90,7,3,95,5,0,100,0,0,7,2,1,6,6,1,7,3,1,6,7,7,4,9,6,4,6,7,7,10,10,10,10,10,10,10,10,10,10,6.3,7,student
1179,French,3,3,3,0.721928094887362,0.881290899230693,0.970950594454669,0.991076059838222,1,21,15,6,Female,30,70,0,20,80,0,30,70,0,7,5,1,5,6,1,6,6,1,9,10,9,9,10,9,9,9,10,9,10,10,10,10,10,10,9,9,10,9,9.3,70,student
1182,French,4.5,4,5,0.721928094887362,0.468995593589281,0,0.591672778582327,0.863120568566631,22,14,8,Male,60,40,0,80,20,0,90,10,0,7,1,1,7,2,1,6,3,1,6,7,6,6,7,4,4,4,4,6,10,9,10,9,10,10,10,10,10,10,5.4,40,student
1184,French,2,2,2,0.970950594454669,0.721928094887362,0.918295834054489,0.994030211476957,0.994030211476957,22,17,5,Female,50,50,0,40,60,0,80,20,0,7,4,1,7,6,1,7,6,1,10,10,10,9,9,9,7,7,9,9,10,10,10,10,10,10,10,10,10,10,8.9,50,student
1185,French,3,3,3,0.286396957115956,0.0807931358959113,0.811278124459133,0.591672778582327,0.994030211476957,20,15,5,Female,65,35,0,95,5,0,99,1,0,7,3,1,7,2,1,7,6,1,6,7,6,6,6,4,7,6,4,6,10,10,10,9,10,10,10,10,10,10,5.8,35,student
1186,French,5,5,5,0.721928094887362,1,0.811278124459133,0.991076059838222,0.970950594454669,20,8,12,Female,50,50,0,80,20,0,50,50,0,7,3,1,6,5,1,7,5,1,7,7,6,6,7,6,7,6,6,7,10,10,10,10,10,10,10,10,10,10,6.5,50,student
1188,French,5.5,5,6,0.721928094887362,1,0.591672778582327,0,0.811278124459133,20,9,11,Female,30,70,0,80,20,0,50,50,0,2,7,1,1,7,1,3,7,1,7,7,7,6,7,6,7,7,7,7,10,10,10,9,10,10,10,10,10,10,6.8,70,none
1189,French,4.5,3,6,0.286396957115956,1.29546184423832,0.591672778582327,0.811278124459133,1.22439444540599,27,15,12,Male,90,10,0,95,5,0,60,30,10,7,2,1,7,3,1,7,3,2,7,7,7,6,7,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,6.9,10,work
1190,French,2.5,3,2,1,0.970950594454669,0.811278124459133,1,1,27,18,9,Female,50,50,0,50,50,0,40,60,0,7,3,1,7,7,1,7,7,1,7,7,7,6,7,6,7,7,7,7,10,10,10,9,10,10,10,10,10,10,6.8,50,work
1191,French,3.5,4,3,0,0,0,1,1,22,13,9,Female,50,50,0,100,0,0,100,0,0,7,1,1,4,4,1,4,4,1,7,7,7,9,6,6,6,6,6,6,10,10,10,10,10,10,10,10,10,10,6.6,50,student
1192,French,3.5,4,3,0,0,0,0.650022421648354,1,21,13,8,Female,80,20,0,100,0,0,100,0,0,7,1,1,2,6,1,4,4,1,7,9,7,10,9,7,6,9,9,7,10,10,10,10,10,10,10,10,10,10,8,20,none
1194,French,1.5,2,1,0.721928094887362,0.811278124459133,0.994030211476957,0.591672778582327,0.970950594454669,22,17,5,Female,55,45,0,20,80,0,75,25,0,7,6,1,7,2,1,7,5,1,7,10,10,10,10,7,7,7,10,7,10,10,10,10,10,10,10,10,10,10,8.5,45,student
1195,French,4,6,2,1.18837637173451,1.36096404744368,0.591672778582327,1.35164411515339,1.39214722366453,19,12,7,Male,45,40,15,60,35,5,50,40,10,7,2,1,4,6,2,5,5,2,9,7,7,6,7,7,7,6,7,7,10,9,10,7,10,10,10,9,10,10,7,40,student
1197,French,4.5,4,5,0.721928094887362,1.52192809488736,0.918295834054489,1.39214722366453,1.49491884823395,22,14,8,Female,50,40,10,80,20,0,40,40,20,7,4,1,5,5,2,6,5,3,4,4,6,6,7,4,4,4,6,6,9,10,10,9,10,10,10,9,9,10,5.1,40,student
1198,French,1.5,2,1,0.286396957115956,0.286396957115956,0.918295834054489,0.994030211476957,0.918295834054489,29,21,8,Female,90,5,5,95,5,0,95,0,5,7,1,4,7,6,1,7,4,1,7,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,7,5,work
1199,French,4.5,4,5,0.92481870497303,1,0.591672778582327,0.591672778582327,0.591672778582327,20,11,9,Male,25,75,0,34,66,0,50,50,0,2,7,1,2,7,1,2,7,1,7,9,9,7,9,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,7.6,75,none
1200,French,1,1,1,1,0.992774453987808,0,0.591672778582327,1,20,9,11,Male,49,50,1,50,50,0,55,45,0,7,1,1,2,7,1,6,6,1,10,9,9,9,9,10,10,7,9,10,10,10,10,10,10,10,10,10,10,10,9.2,50,student
1201,French,1.5,2,1,0.811278124459133,0.811278124459133,0.811278124459133,1,1,25,15,10,Male,50,50,0,75,25,0,75,25,0,7,3,1,7,7,1,7,7,1,10,10,9,9,10,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,9.3,50,student
1202,French,2,2,2,0.468995593589281,0.721928094887362,1,1,1,22,20,2,Female,40,60,0,90,10,0,80,20,0,6,6,1,6,6,1,6,6,1,10,10,7,9,10,10,9,7,7,10,10,10,10,10,10,10,10,10,10,10,8.9,60,student
1206,French,1,1,1,0.721928094887362,0.721928094887362,0,0.918295834054489,0.994030211476957,29,6,23,Female,70,30,0,80,20,0,80,20,0,7,1,1,7,4,1,7,6,1,7,6,7,4,7,3,7,6,6,7,10,10,10,10,10,10,10,10,10,10,6,30,work
1207,French,1.5,1,2,0.468995593589281,1,0,0.650022421648354,0.918295834054489,25,22,3,Female,50,50,0,90,10,0,50,50,0,7,1,1,6,2,1,7,4,1,7,7,4,4,7,10,9,7,4,7,10,10,10,10,10,10,10,10,9,10,6.6,50,work
1208,French,3,3,3,0.970950594454669,0.881290899230693,0.918295834054489,0.918295834054489,1.32217934551667,21,10,11,Male,60,40,0,60,40,0,70,30,0,7,4,1,4,7,1,7,5,2,6,9,6,9,10,6,6,6,7,7,10,10,10,10,10,10,10,10,10,10,7.2,40,none
1209,French,6.5,7,6,1,0.721928094887362,1,0.591672778582327,1.44881563572518,23,14,9,Male,70,20,10,50,50,0,20,0,80,7,7,1,7,2,1,7,7,3,7,9,7,9,9,4,7,7,7,7,10,10,10,10,10,10,10,10,10,10,7.3,20,student
1210,French,4,4,4,1.21924070463685,0.881290899230693,0.970950594454669,0.994030211476957,0.994030211476957,25,20,5,Female,50,50,0,55,40,5,70,30,0,7,5,1,7,6,1,7,6,1,10,10,9,9,10,9,9,9,7,9,10,10,10,10,10,10,10,10,10,10,9.1,50,student
1211,French,2,2,2,1.18837637173451,1.48547529722733,0.954434002924965,1.22439444540599,1.40563906222957,26,16,10,Male,30,60,10,60,35,5,50,30,20,6,1,4,3,7,2,5,4,2,9,9,7,9,10,9,9,6,6,9,10,10,10,9,10,10,10,10,10,10,8.3,60,student
1212,French,5,4,6,0,0,0,0.918295834054489,1,30,22,8,Female,50,50,0,100,0,0,100,0,0,7,1,1,3,5,1,5,5,1,7,10,7,7,10,6,6,7,7,7,10,10,10,10,10,10,10,10,10,10,7.4,50,work
1214,English,4,3,5,0,0,0,0.591672778582327,0.811278124459133,21,16,5,Female,90,10,0,100,0,0,100,0,0,7,1,1,7,2,1,7,3,1,7,4,3,6,4,7,4,4,3,4,10,10,10,10,10,10,10,10,10,10,4.6,10,student
1215,English,7,7,7,0.721928094887362,0.468995593589281,0,0,0.591672778582327,20,10,10,Female,85,15,0,80,20,0,90,10,0,7,1,1,7,1,1,7,2,1,7,9,7,7,7,4,6,6,6,7,10,10,10,10,10,10,10,10,10,10,6.6,15,student
1216,English,2.5,2,3,0,0.6098403047164,0.591672778582327,0.591672778582327,0.591672778582327,20,18,2,Female,95,5,0,100,0,0,85,15,0,7,2,1,7,2,1,7,2,1,7,9,9,7,10,9,7,7,9,7,10,10,10,7,10,9,10,7,9,10,8.1,5,work
1217,English,3,2,4,0.970950594454669,0.881290899230693,0.811278124459133,0.811278124459133,0.918295834054489,20,20,0,Female,65,30,5,60,40,0,70,30,0,7,3,1,3,7,1,7,4,1,9,10,9,9,10,9,9,9,10,9,10,10,10,9,10,10,10,10,10,10,9.3,30,student
1218,English,1.5,2,1,0.881290899230693,0.721928094887362,0,1,0.991076059838222,20,15,5,Female,80,20,0,70,30,0,80,20,0,7,1,1,4,4,1,6,5,1,9,10,10,9,10,9,10,9,9,9,10,10,10,10,10,10,10,10,10,10,9.4,20,student
1219,English,3,3,3,0.881290899230693,0.721928094887362,0.811278124459133,0.918295834054489,0.811278124459133,22,17,5,Female,60,30,10,70,30,0,80,20,0,7,1,3,4,7,1,7,3,1,9,9,4,7,7,7,7,4,4,7,10,10,10,10,10,10,10,10,10,10,6.5,30,student
1220,English,5.5,5,6,0,0.970950594454669,0.591672778582327,0.863120568566631,0.591672778582327,21,18,3,Female,85,15,0,100,0,0,60,40,0,7,2,1,3,6,1,7,2,1,7,7,9,9,9,6,4,6,7,7,10,10,10,10,10,10,10,10,10,10,7.1,15,student
1221,English,1,1,1,0.568995593589281,1.18129089923069,1.45914791702724,0.591672778582327,1.55665670746282,22,19,3,Female,70,15,15,90,5,5,70,15,15,7,5,3,7,2,1,7,5,5,9,9,9,9,10,10,10,9,10,9,10,10,9,10,10,10,10,10,10,10,9.4,15,student
1222,English,1,1,1,0.468995593589281,0.721928094887362,0.811278124459133,0.591672778582327,0.811278124459133,19,18.5,0.5,Male,60,40,0,90,10,0,80,20,0,7,3,1,7,2,1,7,3,1,10,10,9,6,10,10,10,10,10,10,10,10,10,6,10,10,10,10,10,10,9.5,40,student
1223,English,4.5,4,5,0,0.334944486838689,0,0.918295834054489,0.591672778582327,21,16,5,Male,80,10,10,100,0,0,95,3,2,7,1,1,5,3,1,7,2,1,7,7,7,7,7,6,7,6,6,7,10,10,10,10,10,10,10,10,10,10,6.7,10,student
1224,English,4,2,6,0.884183719779189,1.15677964944704,1.57943400292497,1.31432048670618,1,20,17,3,Female,90,5,5,80,5,15,70,10,20,7,6,6,7,7,2,7,7,1,10,9,4,10,10,10,9,6,9,9,10,10,10,10,10,10,10,10,10,10,8.6,5,work
1226,English,5,4,6,0.286396957115956,0.468995593589281,0,0,0.650022421648354,24,13,11,Female,90,10,0,95,5,0,90,10,0,7,1,1,7,1,1,6,2,1,7,9,7,7,7,6,7,9,7,7,10,10,10,9,10,10,10,10,10,10,7.3,10,work
1227,English,6,6,6,0,0,0,0.994030211476957,0,25,20,5,Male,90,10,0,100,0,0,100,0,0,7,1,1,7,6,1,7,1,1,7,7,4,4,9,4,7,6,4,7,10,10,10,10,10,10,10,9,10,10,5.9,10,work
1228,English,2.5,3,2,0.721928094887362,0.468995593589281,1.06127812445913,0.591672778582327,1.29546184423832,21,12,9,Female,80,15,5,80,20,0,90,10,0,7,2,2,7,2,1,7,4,2,6,6,4,4,7,7,6,7,7,6,10,10,10,10,10,10,10,10,10,10,6,15,student
1229,English,2,2,2,0.468995593589281,0.721928094887362,0.918295834054489,0.985228136034251,0.918295834054489,27,22,5,Female,80,19,1,90,10,0,80,20,0,7,4,1,5,4,1,7,4,1,9,9,6,7,7,7,7,4,3,7,10,10,10,9,10,10,10,10,6,9,6.6,19,student
1230,English,6,6,6,0.286396957115956,0.286396957115956,0,1,0.918295834054489,22,21,1,Male,85,15,0,95,5,0,95,5,0,7,1,1,6,6,1,7,4,1,7,10,6,7,9,7,9,6,4,9,10,10,9,10,10,10,10,10,9,10,7.4,15,student
1231,English,1.5,1,2,0.468995593589281,1.36096404744368,0,1.36096404744368,1.32217934551667,19,13,6,Female,85,10,5,90,10,0,50,40,10,7,1,1,6,5,2,7,5,2,10,9,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,9.8,10,student
1232,English,7,7,7,0,0,0,0,0.591672778582327,23,17,6,Female,90,10,0,100,0,0,100,0,0,7,1,1,7,1,1,7,2,1,3,3,3,3,4,3,NA,3,3,3,10,10,10,10,10,10,10,10,10,10,3.111111111111111,10,student
1233,English,3.5,3,4,0.721928094887362,1.36899559358928,0,0.970950594454669,0.811278124459133,25,20,5,Female,80,20,0,80,20,0,45,45,10,7,1,1,7,5,1,7,3,1,7,9,4,4,7,7,7,6,4,7,10,10,10,7,10,10,10,7,9,9,6.2,20,work
1235,English,3,2,4,1,0.811278124459133,0.591672778582327,0.985228136034251,0.591672778582327,22,18,4,Female,70,30,0,50,50,0,75,25,0,7,2,1,4,5,1,7,2,1,6,6,4,6,6,7,6,4,4,6,10,10,10,10,10,10,10,10,10,10,5.5,30,work
1236,English,2,2,2,1,0.970950594454669,0,0.985228136034251,1.22439444540599,22,17,5,Male,70,30,0,50,50,0,60,40,0,7,1,1,5,4,1,7,3,2,10,10,10,9,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,9.8,30,student
1237,English,3.5,5,2,0.468995593589281,1.53949107030013,1.31432048670618,1,1,26,23,3,Female,48,49,3,90,10,0,45,25,30,7,7,2,7,7,1,7,7,1,9,9,9,9,10,7,9,7,4,9,10,10,10,10,10,10,10,9,10,10,8.2,49,work
1238,English,2,2,2,0.881290899230693,0.881290899230693,0.591672778582327,0.591672778582327,0.811278124459133,22,10,12,Female,60,40,0,70,30,0,30,70,0,7,2,1,7,2,1,7,3,1,9,9,7,9,9,10,9,9,9,9,10,10,10,10,10,10,10,10,10,10,8.9,40,student
1239,English,5.5,6,5,0.721928094887362,0.468995593589281,0,0,0.650022421648354,20,15,5,Female,80,20,0,80,20,0,90,10,0,7,1,1,7,1,1,6,2,1,6,6,6,6,6,4,4,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,20,work
1240,English,2.5,3,2,0,0.811278124459133,0.954434002924965,0,0.954434002924965,20,20,0,Female,85,15,0,100,0,0,75,25,0,6,4,1,7,1,1,6,4,1,6,7,7,6,9,7,7,6,6,7,10,10,10,10,10,10,10,10,10,10,6.8,15,work
1241,English,1,1,1,0.992774453987808,1.29546184423832,0.970950594454669,0.863120568566631,0.918295834054489,22,21.5,0.5,Female,65,30,5,55,45,0,60,30,10,5,7,1,6,3,1,7,4,1,10,9,7,7,10,10,10,7,7,10,10,10,10,10,10,10,10,10,10,10,8.7,30,student
1243,English,4,3,5,1,1,1,1,1,26,21,5,Male,25,75,0,50,50,0,50,50,0,7,7,1,7,7,1,7,7,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,75,student
1244,English,2,2,2,0.721928094887362,0.721928094887362,0.591672778582327,0,0.811278124459133,21,12,9,Female,90,10,0,80,20,0,80,20,0,7,2,1,7,1,1,7,3,1,10,10,10,9,10,10,10,9,9,9,10,10,10,10,10,10,10,10,10,10,9.6,10,student
1245,English,4,4,4,0.322493361860324,1.0762976257252,0.591672778582327,0.918295834054489,0.970950594454669,23,19,4,Female,60,35,5,95,4,1,70,25,5,7,2,1,7,4,1,7,5,1,7,6,4,1,9,9,7,6,4,7,10,10,10,10,10,10,10,10,10,10,6,35,student
1246,English,4.5,4,5,0.286396957115956,0,0,0.918295834054489,0.970950594454669,22,6,16,Male,80,20,0,95,5,0,100,0,0,7,1,1,7,4,1,7,5,1,7,7,7,9,9,6,7,7,6,7,10,10,10,10,10,10,10,10,10,10,7.2,20,student
1247,English,3.5,3,4,0.721928094887362,0.721928094887362,0,1,1,21,3,18,Male,95,5,0,80,20,0,80,20,0,7,1,1,7,7,1,4,4,1,7,7,7,4,7,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,6.7,5,student
1248,English,6.5,7,6,0,0.194391857831576,0,0,0.591672778582327,23,18,5,Female,60,40,0,100,0,0,97,3,0,7,1,1,7,1,1,7,2,1,6,6,6,6,6,6,6,6,6,6,10,10,10,10,10,10,10,10,10,10,6,40,work
1250,English,5,5,5,0,0.286396957115956,0.591672778582327,0.591672778582327,0.650022421648354,19,14,5,Male,90,10,0,100,0,0,95,5,0,7,2,1,2,7,1,6,2,1,10,10,10,10,10,10,10,9,10,9,10,10,10,10,10,10,10,10,10,10,9.8,10,student
1251,English,6,5,7,0.286396957115956,0.286396957115956,0,0.918295834054489,0.591672778582327,22,10,12,Female,75,25,0,95,5,0,95,5,0,7,1,1,7,4,1,7,2,1,4,6,4,4,6,4,4,6,4,4,10,10,10,10,10,10,10,10,10,10,4.6,25,student
1253,English,4,5,3,0.468995593589281,0.881290899230693,0,0.863120568566631,0.650022421648354,20,15,5,Female,70,30,0,90,10,0,70,30,0,7,1,1,3,6,1,6,2,1,7,7,7,7,7,4,4,7,4,6,10,10,10,10,10,10,10,10,10,10,6,30,work
1254,English,1,1,1,0.811278124459133,0.970950594454669,0.591672778582327,0.918295834054489,1.29546184423832,30,23,7,Male,75,24,1,75,25,0,60,40,0,7,2,1,7,4,1,7,4,2,7,7,6,7,7,7,7,7,6,7,10,10,10,10,10,10,10,10,10,10,6.8,24,student
1255,English,1.5,2,1,0.468995593589281,0.141440542541821,0,0,0.863120568566631,25,19,6,Male,88,10,2,90,10,0,98,2,0,7,1,1,7,1,1,6,3,1,9,10,10,9,10,10,9,9,9,9,10,10,10,10,10,10,10,10,10,10,9.4,10,student
1256,English,4.5,4,5,0,0,0.591672778582327,0.811278124459133,0.811278124459133,23,20,3,Female,60,40,0,100,0,0,100,0,0,7,2,1,3,7,1,7,3,1,7,6,6,7,9,6,7,6,6,7,10,10,10,10,10,10,10,10,10,10,6.7,40,student
1258,English,3,2,4,0,0,0,0.994030211476957,0.918295834054489,24,19,5,Male,80,15,5,100,0,0,100,0,0,7,1,1,7,6,1,7,4,1,9,7,7,7,9,9,9,7,7,9,10,10,10,10,10,10,10,10,10,10,8,15,student
1259,English,2,2,2,0,1,0,0.811278124459133,0.811278124459133,24,21,3,Female,50,50,0,100,0,0,50,50,0,7,1,1,7,3,1,7,3,1,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,9,50,work
1261,English,6,6,6,1,1,1.31432048670618,1,1,26,13,13,Female,65,35,0,50,50,0,50,50,0,7,7,2,7,7,1,7,7,1,9,7,7,7,9,7,10,9,9,9,10,10,10,10,10,10,10,10,10,10,8.3,35,work
1263,English,3.5,3,4,0.811278124459133,0.721928094887362,0.591672778582327,0.918295834054489,0.591672778582327,21,16,5,Female,75,25,0,75,25,0,80,20,0,7,2,1,5,3,1,7,2,1,9,9,6,7,9,7,6,7,6,7,10,10,10,10,10,10,10,10,10,10,7.3,25,student
1264,English,4.5,5,4,0.515895152948209,0,0.591672778582327,1,1.32501121082418,22,16,6,Female,90,10,0,90,9,1,100,0,0,7,2,1,7,7,1,7,6,2,7,9,4,7,7,4,6,7,6,7,10,10,10,10,10,10,10,10,10,10,6.4,10,work
